Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main
n02099601,207,1938,1,0
n02099601,207,1946,3,0
n02099712,208,66,4,0
n02099712,208,747,2,0
n02099712,208,1938,1,0
n02099712,208,1946,5,0
n02099712,208,1992,3,0
n02099849,209,66,3,1
n02099849,209,976,4,0
n02099849,209,1109,2,0
n02099849,209,1139,1,0
n02099849,209,1634,5,1
n02100236,210,578,1,0
n02100236,210,747,3,0
n02100236,210,1272,4,0
n02100236,210,1634,2,0
n02100236,210,1856,5,1
n02100583,211,747,4,0
n02100583,211,962,5,0
n02100583,211,1634,3,0
n02100583,211,1911,1,0
n02100583,211,2033,2,0
n02100735,212,578,1,0
n02100735,212,685,3,0
n02100735,212,1272,2,0
n02100735,212,1935,5,0
n02100735,212,1946,4,0
n02100877,213,186,5,0
n02100877,213,685,4,0
n02100877,213,747,3,0
n02100877,213,976,2,0
n02100877,213,1911,1,0
n02101006,214,220,2,0
n02101006,214,271,4,0
n02101006,214,747,5,0
n02101006,214,1313,3,0
n02101006,214,1385,1,0
n02101388,215,748,3,0
n02101388,215,767,1,0
n02101388,215,1619,2,0
n02101388,215,1938,4,0
n02101388,215,2003,5,0
n02101556,216,151,3,0
n02101556,216,1611,5,0
n02101556,216,1619,2,0
n02101556,216,1938,1,0
n02101556,216,1946,4,0
n02102040,217,762,5,0
n02102040,217,767,1,0
n02102040,217,1065,4,0
n02102040,217,1287,3,0
n02102040,217,2003,2,0
n02102177,218,748,3,0
n02102177,218,767,1,0
n02102177,218,1619,4,0
n02102177,218,1911,5,0
n02102177,218,2003,2,0
n02102318,219,186,4,0
n02102318,219,203,2,0
n02102318,219,1395,3,0
n02102318,219,1938,1,0
n02102318,219,1946,5,0
n02102480,220,186,2,0
n02102480,220,747,5,0
n02102480,220,976,4,0
n02102480,220,1109,1,0
n02102480,220,1911,3,0
n02102973,221,203,5,0
n02102973,221,218,3,0
n02102973,221,271,2,0
n02102973,221,976,4,0
n02102973,221,1815,1,0
n02104029,222,6,3,0
n02104029,222,151,1,0
n02104029,222,1065,4,0
n02104029,222,1938,5,0
n02104029,222,2004,2,0
n02104365,223,34,2,0
n02104365,223,271,1,0
n02104365,223,704,5,1
n02104365,223,1065,3,0
n02104365,223,1584,4,0
n02105056,224,34,2,0
n02105056,224,271,1,0
n02105056,224,536,4,0
n02105056,224,762,5,0
n02105056,224,1065,3,0
n02105162,225,303,1,0
n02105162,225,704,3,0
n02105162,225,793,4,0
n02105162,225,1770,5,0
n02105162,225,2033,2,0
n02105251,226,267,5,0
n02105251,226,333,3,0
n02105251,226,1059,1,0
n02105251,226,1143,4,0
n02105251,226,1770,2,0
n02105412,227,103,4,0
n02105412,227,747,5,0
n02105412,227,793,1,0
n02105412,227,1065,2,0
n02105412,227,1385,3,0
n02105505,228,151,2,0
n02105505,228,1059,5,0
n02105505,228,1143,1,0
n02105505,228,1381,3,0
n02105505,228,2004,4,0
n02105641,229,151,1,0
n02105641,229,267,2,0
n02105641,229,532,5,0
n02105641,229,1059,3,0
n02105641,229,1358,4,0
n02105855,230,333,1,0
n02105855,230,1065,3,0
n02105855,230,1466,4,0
n02105855,230,1789,5,0
n02105855,230,2003,2,0
n02106030,231,333,2,0
n02106030,231,334,3,0
n02106030,231,1065,1,0
n02106030,231,1789,5,0
n02106030,231,2003,4,0
n02106166,232,34,5,0
n02106166,232,762,3,0
n02106166,232,1065,1,0
n02106166,232,1287,4,0
n02106166,232,2003,2,0
n02106382,233,34,5,0
n02106382,233,271,1,0
n02106382,233,1059,2,0
n02106382,233,1544,4,0
n02106382,233,1815,3,0
n02106550,234,220,2,0
n02106550,234,271,5,0
n02106550,234,747,4,0
n02106550,234,1313,3,0
n02106550,234,1385,1,0
n02106662,235,303,5,0
n02106662,235,684,2,0
n02106662,235,793,1,0
n02106662,235,1065,4,0
n02106662,235,2033,3,0
n02107142,236,220,3,0
n02107142,236,747,4,0
n02107142,236,1313,2,0
n02107142,236,1385,1,0
n02107142,236,1634,5,1
n02107312,237,220,3,0
n02107312,237,747,4,0
n02107312,237,964,5,0
n02107312,237,1313,2,0
n02107312,237,1385,1,0
n02107574,238,220,5,0
n02107574,238,1287,2,0
n02107574,238,1313,3,0
n02107574,238,1385,1,0
n02107574,238,2003,4,0
n02107683,239,220,5,0
n02107683,239,1287,1,0
n02107683,239,1313,3,0
n02107683,239,1385,2,0
n02107683,239,2003,4,0
n02107908,240,1023,4,0
n02107908,240,1287,2,0
n02107908,240,1313,3,0
n02107908,240,1385,1,0
n02107908,240,2003,5,0
n02108000,241,220,3,0
n02108000,241,1023,5,0
n02108000,241,1287,4,0
n02108000,241,1313,2,0
n02108000,241,1385,1,0
n02108089,242,3,4,0
n02108089,242,303,1,0
n02108089,242,404,3,0
n02108089,242,1634,5,1
n02108089,242,1708,2,0
n02108422,243,3,2,0
n02108422,243,303,1,0
n02108422,243,404,3,0
n02108422,243,1634,4,0
n02108422,243,1708,5,0
n02108551,244,271,5,0
n02108551,244,542,3,0
n02108551,244,1065,2,0
n02108551,244,1313,4,0
n02108551,244,1385,1,0
n02108915,245,3,5,0
n02108915,245,404,3,0
n02108915,245,793,2,0
n02108915,245,988,4,0
n02108915,245,1708,1,0
n02109047,246,3,2,0
n02109047,246,103,1,0
n02109047,246,747,5,0
n02109047,246,1634,3,1
n02109047,246,1708,4,0
n02109525,247,303,4,0
n02109525,247,748,2,0
n02109525,247,767,1,0
n02109525,247,1682,5,0
n02109525,247,2003,3,0
n02109961,248,103,5,0
n02109961,248,287,1,0
n02109961,248,829,4,0
n02109961,248,1065,3,0
n02109961,248,1092,2,0
n02110063,249,287,2,0
n02110063,249,704,5,0
n02110063,249,829,4,0
n02110063,249,1065,3,0
n02110063,249,1092,1,0
n02110185,250,287,1,0
n02110185,250,829,4,0
n02110185,250,1065,3,0
n02110185,250,1092,2,0
n02110185,250,1850,5,0
n02110341,251,318,1,0
n02110341,251,508,4,0
n02110341,251,853,5,0
n02110341,251,1700,3,0
n02110341,251,1935,2,0
n02110627,252,34,5,0
n02110627,252,271,1,0
n02110627,252,333,3,0
n02110627,252,1059,2,0
n02110627,252,1851,4,0
n02110806,253,3,5,0
n02110806,253,793,1,0
n02110806,253,964,3,0
n02110806,253,1023,4,0
n02110806,253,2003,2,0
n02110958,254,303,1,0
n02110958,254,404,5,0
n02110958,254,774,4,0
n02110958,254,988,3,0
n02110958,254,1489,2,0
n02111129,255,32,4,1
n02111129,255,148,3,0
n02111129,255,303,2,0
n02111129,255,1065,1,0
n02111129,255,2033,5,0
n02111277,256,34,2,0
n02111277,256,271,1,0
n02111277,256,542,4,0
n02111277,256,1059,5,0
n02111277,256,1065,3,0
n02111500,257,148,5,0
n02111500,257,151,1,0
n02111500,257,1065,2,0
n02111500,257,1938,4,0
n02111500,257,2004,3,0
n02111889,258,148,5,0
n02111889,258,151,1,0
n02111889,258,1065,3,0
n02111889,258,1921,4,0
n02111889,258,2004,2,0
n02112018,259,148,4,0
n02112018,259,542,1,0
n02112018,259,663,2,0
n02112018,259,1065,5,0
n02112018,259,1938,3,0
n02112137,260,148,1,0
n02112137,260,542,3,0
n02112137,260,710,2,0
n02112137,260,1065,4,0
n02112137,260,1938,5,0
n02112350,261,114,4,0
n02112350,261,148,1,0
n02112350,261,532,2,0
n02112350,261,1065,5,0
n02112350,261,1544,3,0
n02112706,262,303,1,0
n02112706,262,404,4,0
n02112706,262,976,5,0
n02112706,262,988,2,0
n02112706,262,2033,3,0
n02113023,263,347,4,0
n02113023,263,457,2,0
n02113023,263,793,1,0
n02113023,263,1065,3,0
n02113023,263,2003,5,0
n02113186,264,347,4,0
n02113186,264,793,1,0
n02113186,264,1065,3,0
n02113186,264,1558,5,1
n02113186,264,2003,2,0
n02113624,265,203,2,0
n02113624,265,218,3,0
n02113624,265,1059,4,0
n02113624,265,1745,5,0
n02113624,265,1985,1,0
n02113712,266,203,2,0
n02113712,266,218,3,0
n02113712,266,1059,4,0
n02113712,266,1815,5,0
n02113712,266,1985,1,0
n02113799,267,34,4,0
n02113799,267,203,1,0
n02113799,267,218,2,0
n02113799,267,1815,5,0
n02113799,267,1985,3,0
n02113978,268,3,1,0
n02113978,268,103,3,0
n02113978,268,793,2,0
n02113978,268,964,5,0
n02113978,268,1634,4,0
n02114367,269,6,3,0
n02114367,269,536,5,0
n02114367,269,1065,1,0
n02114367,269,1092,4,0
n02114367,269,1401,2,0
n02114548,270,6,5,0
n02114548,270,151,3,0
n02114548,270,1065,2,0
n02114548,270,1401,1,1
n02114548,270,2004,4,0
n02114712,271,6,4,0
n02114712,271,472,2,0
n02114712,271,1009,1,0
n02114712,271,1065,3,0
n02114712,271,1401,5,0
n02114855,272,6,3,0
n02114855,272,65,1,0
n02114855,272,536,5,0
n02114855,272,1065,2,0
n02114855,272,1401,4,0
n02115641,273,457,1,0
n02115641,273,793,5,0
n02115641,273,1065,2,0
n02115641,273,1401,4,0
n02115641,273,1938,3,0
n02115913,274,472,4,0
n02115913,274,513,5,0
n02115913,274,748,3,0
n02115913,274,1065,2,0
n02115913,274,1911,1,0
n02116738,275,794,1,0
n02116738,275,1065,4,0
n02116738,275,1358,2,0
n02116738,275,1727,5,0
n02116738,275,1969,3,0
n02117135,276,65,1,0
n02117135,276,513,4,1
n02117135,276,741,3,0
n02117135,276,1065,2,0
n02117135,276,1935,5,0
n02119022,277,65,1,0
n02119022,277,457,3,0
n02119022,277,472,2,0
n02119022,277,536,5,0
n02119022,277,1065,4,0
n02119789,278,65,1,0
n02119789,278,472,2,0
n02119789,278,536,3,0
n02119789,278,663,5,0
n02119789,278,1065,4,0
n02120079,279,6,5,0
n02120079,279,151,1,0
n02120079,279,1065,3,0
n02120079,279,1921,4,0
n02120079,279,2004,2,0
n02120505,280,6,5,0
n02120505,280,65,1,0
n02120505,280,472,3,0
n02120505,280,536,2,0
n02120505,280,1401,4,0
n02123045,281,309,1,0
n02123045,281,754,4,0
n02123045,281,853,5,0
n02123045,281,1128,3,0
n02123045,281,2036,2,0
n02123159,282,309,1,0
n02123159,282,544,2,0
n02123159,282,754,5,0
n02123159,282,853,3,0
n02123159,282,2036,4,0
n02123394,283,148,5,0
n02123394,283,309,1,0
n02123394,283,429,3,0
n02123394,283,532,4,0
n02123394,283,551,2,0
n02123597,284,147,4,0
n02123597,284,309,1,0
n02123597,284,762,5,0
n02123597,284,793,2,0
n02123597,284,813,3,0
n02124075,285,309,1,0
n02124075,285,536,4,0
n02124075,285,853,5,0
n02124075,285,1128,2,0
n02124075,285,2036,3,0
n02125311,286,309,1,0
n02125311,286,754,2,0
n02125311,286,884,5,0
n02125311,286,1065,4,0
n02125311,286,1401,3,1
n02127052,287,309,1,0
n02127052,287,536,2,0
n02127052,287,884,5,0
n02127052,287,1065,4,0
n02127052,287,1128,3,0
n02128385,288,318,3,0
n02128385,288,777,5,0
n02128385,288,853,1,0
n02128385,288,1128,4,0
n02128385,288,1827,2,0
n02128757,289,309,3,0
n02128757,289,853,2,0
n02128757,289,1162,4,0
n02128757,289,1544,5,0
n02128757,289,1935,1,0
n02128925,290,318,2,0
n02128925,290,777,3,0
n02128925,290,853,1,0
n02128925,290,1827,4,0
n02128925,290,1935,5,0
n02129165,291,333,5,0
n02129165,291,741,4,0
n02129165,291,884,2,0
n02129165,291,1366,1,0
n02129165,291,2033,3,0
n02129604,292,309,2,0
n02129604,292,320,3,0
n02129604,292,754,4,0
n02129604,292,853,1,0
n02129604,292,1732,5,0
n02130308,293,318,3,0
n02130308,293,853,1,0
n02130308,293,1128,4,0
n02130308,293,1827,2,0
n02130308,293,1935,5,0
n02132136,294,72,5,0
n02132136,294,140,4,0
n02132136,294,490,2,0
n02132136,294,741,1,0
n02132136,294,1065,3,0
n02133161,295,34,3,0
n02133161,295,271,2,0
n02133161,295,513,4,0
n02133161,295,1065,5,0
n02133161,295,1584,1,0
n02134084,296,151,3,0
n02134084,296,490,2,0
n02134084,296,1065,4,0
n02134084,296,1921,1,0
n02134084,296,1938,5,0
n02134418,297,44,4,0
n02134418,297,271,3,0
n02134418,297,490,2,1
n02134418,297,1152,5,0
n02134418,297,1584,1,0
n02137549,298,65,1,0
n02137549,298,72,4,0
n02137549,298,85,2,0
n02137549,298,170,5,0
n02137549,298,285,3,0
n02138441,299,65,1,0
n02138441,299,85,5,0
n02138441,299,1065,3,0
n02138441,299,1445,2,0
n02138441,299,1971,4,0
n02165105,300,736,3,0
n02165105,300,1390,4,0
n02165105,300,1931,5,0
n02165105,300,1941,1,0
n02165105,300,1954,2,0
n02165456,301,336,1,0
n02165456,301,1001,2,0
n02165456,301,1390,4,0
n02165456,301,1769,3,0
n02165456,301,1941,5,0
n02167151,302,1247,4,0
n02167151,302,1326,5,1
n02167151,302,1390,3,0
n02167151,302,1941,1,0
n02167151,302,1954,2,0
n02168699,303,871,5,1
n02168699,303,1390,3,0
n02168699,303,1797,4,0
n02168699,303,1941,1,0
n02168699,303,1954,2,0
n02169497,304,336,3,0
n02169497,304,1390,2,0
n02169497,304,1556,5,0
n02169497,304,1941,1,0
n02169497,304,1994,4,1
n02172182,305,880,3,1
n02172182,305,1247,4,0
n02172182,305,1326,2,0
n02172182,305,1581,5,1
n02172182,305,1941,1,0
n02174001,306,1247,2,0
n02174001,306,1326,3,0
n02174001,306,1390,4,0
n02174001,306,1581,5,1
n02174001,306,1941,1,0
n02177972,307,971,3,0
n02177972,307,1390,2,0
n02177972,307,1650,5,0
n02177972,307,1931,4,0
n02177972,307,1941,1,0
n02190166,308,402,4,0
n02190166,308,1390,2,0
n02190166,308,1797,5,1
n02190166,308,1828,3,0
n02190166,308,1941,1,0
n02206856,309,595,1,1
n02206856,309,1390,3,1
n02206856,309,1797,2,1
n02206856,309,1799,5,1
n02206856,309,1941,4,0
n02219486,310,1390,1,0
n02219486,310,1645,4,0
n02219486,310,1797,5,1
n02219486,310,1941,2,0
n02219486,310,1954,3,0
n02226429,311,563,4,0
n02226429,311,1101,1,0
n02226429,311,1390,2,0
n02226429,311,1556,5,1
n02226429,311,1797,3,1
n02229544,312,563,4,0
n02229544,312,1101,1,0
n02229544,312,1390,3,0
n02229544,312,1797,5,1
n02229544,312,1954,2,0
n02231487,313,563,2,0
n02231487,313,992,5,0
n02231487,313,1361,4,0
n02231487,313,1654,3,0
n02231487,313,1954,1,0
n02233338,314,21,5,0
n02233338,314,336,3,0
n02233338,314,1390,4,0
n02233338,314,1941,2,0
n02233338,314,1954,1,0
n02236044,315,563,3,0
n02236044,315,1074,4,0
n02236044,315,1101,1,0
n02236044,315,1654,2,0
n02236044,315,1954,5,0
n02256656,316,479,4,0
n02256656,316,1101,3,0
n02256656,316,1390,2,0
n02256656,316,1865,5,0
n02256656,316,1941,1,0
n02259212,317,21,1,0
n02259212,317,563,5,0
n02259212,317,971,4,1
n02259212,317,1101,3,0
n02259212,317,1390,2,1
n02264363,318,21,3,0
n02264363,318,402,1,0
n02264363,318,563,5,0
n02264363,318,754,4,0
n02264363,318,1101,2,0
n02268443,319,402,1,0
n02268443,319,754,3,0
n02268443,319,1178,4,0
n02268443,319,1390,5,0
n02268443,319,1797,2,1
n02268853,320,402,1,0
n02268853,320,994,4,0
n02268853,320,1556,5,1
n02268853,320,1797,3,1
n02268853,320,1928,2,0
n02276258,321,413,2,0
n02276258,321,754,3,0
n02276258,321,1234,5,0
n02276258,321,1565,1,0
n02276258,321,1797,4,1
n02277742,322,1305,2,0
n02277742,322,1390,4,0
n02277742,322,1556,3,1
n02277742,322,1565,1,0
n02277742,322,1797,5,1
n02279972,323,320,3,0
n02279972,323,595,4,1
n02279972,323,754,2,0
n02279972,323,1565,1,0
n02279972,323,1950,5,0
n02280649,324,595,3,1
n02280649,324,604,1,0
n02280649,324,754,5,0
n02280649,324,1305,2,0
n02280649,324,1797,4,1
n02281406,325,595,4,1
n02281406,325,604,2,0
n02281406,325,1305,1,0
n02281406,325,1582,5,0
n02281406,325,1797,3,1
n02281787,326,1041,4,0
n02281787,326,1305,1,0
n02281787,326,1390,5,1
n02281787,326,1565,2,0
n02281787,326,1797,3,0
n02317335,327,282,2,0
n02317335,327,602,1,0
n02317335,327,635,4,0
n02317335,327,1022,5,0
n02317335,327,1695,3,0
n02319095,328,226,4,0
n02319095,328,298,1,0
n02319095,328,666,3,0
n02319095,328,1044,2,0
n02319095,328,1081,5,0
n02321529,329,403,4,0
n02321529,329,564,5,1
n02321529,329,1147,2,0
n02321529,329,1753,1,1
n02321529,329,2011,3,1
n02325366,330,65,3,0
n02325366,330,456,1,0
n02325366,330,544,4,0
n02325366,330,857,2,0
n02325366,330,957,5,0
n02326432,331,65,4,0
n02326432,331,456,2,0
n02326432,331,544,5,0
n02326432,331,700,3,0
n02326432,331,857,1,0
n02328150,332,532,4,0
n02328150,332,857,5,0
n02328150,332,1516,2,0
n02328150,332,1611,3,0
n02328150,332,1811,1,0
n02342885,333,19,2,0
n02342885,333,85,1,0
n02342885,333,544,4,0
n02342885,333,1003,3,0
n02342885,333,1437,5,0
n02346627,334,85,1,0
n02346627,334,226,4,0
n02346627,334,252,2,0
n02346627,334,298,5,0
n02346627,334,666,3,0
n02356798,335,19,5,0
n02356798,335,65,1,0
n02356798,335,371,2,1
n02356798,335,701,3,0
n02356798,335,1471,4,0
n02361337,336,65,1,0
n02361337,336,85,4,0
n02361337,336,389,2,1
n02361337,336,781,5,0
n02361337,336,820,3,1
n02363005,337,85,1,0
n02363005,337,252,3,0
n02363005,337,341,4,1
n02363005,337,925,2,1
n02363005,337,1857,5,1
n02364673,338,85,1,0
n02364673,338,429,4,0
n02364673,338,789,5,1
n02364673,338,857,3,0
n02364673,338,1516,2,0
n02389026,339,63,3,1
n02389026,339,230,5,1
n02389026,339,541,4,0
n02389026,339,1526,2,0
n02389026,339,1911,1,0
n02391049,340,853,2,0
n02391049,340,1604,4,0
n02391049,340,1702,3,0
n02391049,340,1732,1,0
n02391049,340,2015,5,0
n02395406,341,850,2,0
n02395406,341,1065,4,0
n02395406,341,1129,5,0
n02395406,341,1526,3,0
n02395406,341,1611,1,0
n02396427,342,85,3,0
n02396427,342,285,4,0
n02396427,342,850,1,0
n02396427,342,980,2,0
n02396427,342,1401,5,0
n02397096,343,63,5,0
n02397096,343,850,2,0
n02397096,343,980,1,0
n02397096,343,1207,4,0
n02397096,343,1526,3,0
n02398521,344,285,3,0
n02398521,344,535,5,0
n02398521,344,925,1,1
n02398521,344,960,4,0
n02398521,344,980,2,0
n02403003,345,63,2,1
n02403003,345,503,5,0
n02403003,345,814,3,0
n02403003,345,1526,1,0
n02403003,345,1641,4,0
n02408429,346,63,3,1
n02408429,346,714,4,0
n02408429,346,980,2,0
n02408429,346,1127,5,1
n02408429,346,1526,1,0
n02410509,347,63,3,0
n02410509,347,980,4,0
n02410509,347,1127,5,0
n02410509,347,1526,1,0
n02410509,347,1641,2,0
n02412080,348,542,4,0
n02412080,348,857,3,0
n02412080,348,1207,2,0
n02412080,348,1430,5,0
n02412080,348,1526,1,0
n02415577,349,542,4,0
n02415577,349,690,3,0
n02415577,349,1207,2,0
n02415577,349,1526,1,0
n02415577,349,2042,5,0
n02417914,350,389,4,1
n02417914,350,462,2,0
n02417914,350,820,5,1
n02417914,350,1207,1,0
n02417914,350,1526,3,0
n02422106,351,462,3,0
n02422106,351,565,5,1
n02422106,351,1207,1,0
n02422106,351,1526,4,0
n02422106,351,1533,2,0
n02422699,352,462,3,0
n02422699,352,775,5,0
n02422699,352,918,4,0
n02422699,352,1207,2,0
n02422699,352,1533,1,0
n02423022,353,775,4,0
n02423022,353,918,3,0
n02423022,353,1207,1,0
n02423022,353,1533,2,0
n02423022,353,2042,5,1
n02437312,354,150,5,1
n02437312,354,781,4,0
n02437312,354,959,3,0
n02437312,354,1526,1,0
n02437312,354,2042,2,0
n02437616,355,63,5,1
n02437616,355,127,3,0
n02437616,355,319,2,0
n02437616,355,569,1,0
n02437616,355,1526,4,0
n02441942,356,65,3,0
n02441942,356,85,1,0
n02441942,356,455,5,0
n02441942,356,888,2,0
n02441942,356,1681,4,0
n02442845,357,85,1,0
n02442845,357,170,5,0
n02442845,357,285,4,1
n02442845,357,1641,3,0
n02442845,357,1681,2,0
n02443114,358,85,3,0
n02443114,358,547,4,0
n02443114,358,723,2,0
n02443114,358,838,1,0
n02443114,358,1132,5,0
n02443484,359,85,2,0
n02443484,359,547,4,0
n02443484,359,723,3,0
n02443484,359,838,1,0
n02443484,359,1681,5,0
n02444819,360,65,4,0
n02444819,360,85,1,0
n02444819,360,252,3,0
n02444819,360,285,5,0
n02444819,360,925,2,1
n02445715,361,34,3,0
n02445715,361,692,5,0
n02445715,361,1255,2,0
n02445715,361,1588,4,0
n02445715,361,1637,1,0
n02447366,362,27,3,0
n02447366,362,413,2,0
n02447366,362,751,5,0
n02447366,362,1289,4,0
n02447366,362,1637,1,0
n02454379,363,635,2,0
n02454379,363,667,3,0
n02454379,363,850,1,0
n02454379,363,980,5,0
n02454379,363,1014,4,0
n02457408,364,49,2,1
n02457408,364,501,4,0
n02457408,364,1109,3,0
n02457408,364,1120,1,1
n02457408,364,1199,5,1
n02480495,365,490,5,0
n02480495,365,1186,4,0
n02480495,365,1317,2,0
n02480495,365,1641,3,0
n02480495,365,1911,1,0
n02480855,366,490,2,0
n02480855,366,665,5,1
n02480855,366,797,4,0
n02480855,366,960,3,0
n02480855,366,1317,1,0
n02481823,367,271,4,0
n02481823,367,490,3,0
n02481823,367,960,5,0
n02481823,367,1317,1,0
n02481823,367,1584,2,0
n02483362,368,545,3,0
n02483362,368,1317,2,0
n02483362,368,1376,5,0
n02483362,368,1588,1,0
n02483362,368,1989,4,0
n02483708,369,49,5,1
n02483708,369,271,3,0
n02483708,369,490,4,0
n02483708,369,1317,2,0
n02483708,369,1584,1,0
n02484975,370,49,5,0
n02484975,370,65,3,0
n02484975,370,941,2,0
n02484975,370,1317,1,0
n02484975,370,1541,4,1
n02486261,371,49,4,0
n02486261,371,65,3,0
n02486261,371,334,5,0
n02486261,371,941,1,0
n02486261,371,1317,2,0
n02486410,372,65,3,0
n02486410,372,941,2,0
n02486410,372,1094,4,0
n02486410,372,1317,1,0
n02486410,372,1817,5,0
n02487347,373,65,2,0
n02487347,373,334,4,0
n02487347,373,941,5,0
n02487347,373,1317,1,0
n02487347,373,1591,3,0
n02488291,374,49,5,0
n02488291,374,65,4,0
n02488291,374,941,3,0
n02488291,374,1317,1,0
n02488291,374,1588,2,0
n02488702,375,245,5,0
n02488702,375,941,3,0
n02488702,375,1120,4,1
n02488702,375,1588,2,0
n02488702,375,1637,1,0
n02489166,376,49,4,1
n02489166,376,334,1,0
n02489166,376,1120,3,1
n02489166,376,1317,2,0
n02489166,376,1911,5,0
n02490219,377,429,4,0
n02490219,377,1003,3,0
n02490219,377,1541,2,1
n02490219,377,1556,5,1
n02490219,377,1989,1,0
n02492035,378,821,2,0
n02492035,378,1009,4,0
n02492035,378,1120,1,1
n02492035,378,1591,3,0
n02492035,378,1989,5,0
n02492660,379,49,3,1
n02492660,379,912,5,1
n02492660,379,1120,1,1
n02492660,379,1414,2,1
n02492660,379,1541,4,1
n02493509,380,1003,2,0
n02493509,380,1120,3,1
n02493509,380,1317,1,0
n02493509,380,1541,5,1
n02493509,380,1989,4,0
n02493793,381,49,4,1
n02493793,381,490,5,0
n02493793,381,798,2,1
n02493793,381,1120,3,1
n02493793,381,1317,1,0
n02494079,382,65,2,0
n02494079,382,701,1,0
n02494079,382,821,3,0
n02494079,382,1317,5,0
n02494079,382,1578,4,0
n02497673,383,65,4,0
n02497673,383,363,2,0
n02497673,383,1176,1,0
n02497673,383,1234,3,0
n02497673,383,1541,5,1
n02500267,384,813,3,0
n02500267,384,912,4,1
n02500267,384,1085,5,0
n02500267,384,1120,1,1
n02500267,384,1414,2,1
n02504013,385,165,3,0
n02504013,385,814,2,0
n02504013,385,977,5,0
n02504013,385,980,1,0
n02504013,385,1273,4,0
n02504458,386,165,3,0
n02504458,386,814,2,0
n02504458,386,977,5,0
n02504458,386,980,1,0
n02504458,386,995,4,1
n02509815,387,748,1,0
n02509815,387,1422,3,0
n02509815,387,1430,2,0
n02509815,387,1541,5,1
n02509815,387,1584,4,0
n02510455,388,490,4,0
n02510455,388,813,2,0
n02510455,388,1358,3,0
n02510455,388,1437,1,0
n02510455,388,1563,5,0
n02514041,389,59,2,0
n02514041,389,227,4,0
n02514041,389,449,3,0
n02514041,389,686,1,0
n02514041,389,778,5,1
n02526121,390,227,5,0
n02526121,390,944,3,0
n02526121,390,981,2,1
n02526121,390,1753,1,1
n02526121,390,2011,4,1
n02536864,391,59,3,0
n02536864,391,227,4,0
n02536864,391,449,1,0
n02536864,391,686,2,0
n02536864,391,1365,5,1
n02606052,392,981,4,1
n02606052,392,1066,5,0
n02606052,392,1348,1,0
n02606052,392,1753,2,1
n02606052,392,1814,3,0
n02607072,393,413,3,0
n02607072,393,981,4,0
n02607072,393,1066,5,0
n02607072,393,1348,2,0
n02607072,393,1866,1,0
n02640242,394,59,4,0
n02640242,394,227,2,0
n02640242,394,449,3,0
n02640242,394,686,1,0
n02640242,394,778,5,1
n02641379,395,59,4,0
n02641379,395,227,3,0
n02641379,395,449,2,0
n02641379,395,564,5,0
n02641379,395,686,1,0
n02643566,396,36,5,0
n02643566,396,298,4,0
n02643566,396,944,3,0
n02643566,396,981,1,0
n02643566,396,1732,2,0
n02655020,397,227,5,0
n02655020,397,564,4,1
n02655020,397,597,2,0
n02655020,397,944,1,0
n02655020,397,981,3,1
n02666196,398,187,2,0
n02666196,398,275,1,1
n02666196,398,510,3,0
n02666196,398,1610,4,0
n02666196,398,1690,5,0
n02667093,399,264,5,0
n02667093,399,379,1,0
n02667093,399,1035,3,0
n02667093,399,1048,4,0
n02667093,399,1399,2,0
n02669723,400,264,3,0
n02669723,400,379,4,0
n02669723,400,580,1,1
n02669723,400,1125,2,0
n02669723,400,1281,5,0
n02672831,401,596,3,0
n02672831,401,631,2,0
n02672831,401,702,4,0
n02672831,401,1234,5,0
n02672831,401,2015,1,0
n02676566,402,204,2,0
n02676566,402,262,3,0
n02676566,402,798,5,0
n02676566,402,1384,1,0
n02676566,402,1594,4,0
n02687172,403,607,1,0
n02687172,403,929,4,0
n02687172,403,961,3,1
n02687172,403,1104,2,0
n02687172,403,1163,5,0
n02690373,404,314,2,0
n02690373,404,655,4,0
n02690373,404,997,5,0
n02690373,404,1481,1,0
n02690373,404,1779,3,0
n02692877,405,21,2,0
n02692877,405,202,4,1
n02692877,405,314,3,0
n02692877,405,894,5,0
n02692877,405,1481,1,0
n02699494,406,164,4,0
n02699494,406,208,1,0
n02699494,406,795,3,0
n02699494,406,950,2,0
n02699494,406,1693,5,0
n02701002,407,392,5,0
n02701002,407,691,2,0
n02701002,407,1135,1,0
n02701002,407,1895,3,0
n02701002,407,1995,4,0
n02704792,408,76,4,0
n02704792,408,1008,3,0
n02704792,408,1106,2,0
n02704792,408,1530,5,0
n02704792,408,1798,1,0
n02708093,409,418,2,0
n02708093,409,970,3,0
n02708093,409,1446,1,0
n02708093,409,1647,5,0
n02708093,409,1654,4,0
n02727426,410,529,1,0
n02727426,410,783,4,0
n02727426,410,968,2,0
n02727426,410,1263,5,1
n02727426,410,1849,3,1
n02730930,411,355,1,0
n02730930,411,830,3,0
n02730930,411,835,5,0
n02730930,411,1150,2,0
n02730930,411,1355,4,0
n02747177,412,91,5,0
n02747177,412,124,4,0
n02747177,412,142,2,0
n02747177,412,633,1,0
n02747177,412,1019,3,0
n02749479,413,400,5,0
n02749479,413,522,1,0
n02749479,413,1259,2,0
n02749479,413,1884,4,0
n02749479,413,1949,3,0
n02769748,414,1172,4,0
n02769748,414,1627,1,0
n02769748,414,1665,3,0
